Variable	Table	SourceTermID	SourceTerm	MappedTermLabel	MappedTermCURIE	MappedTermIRI	MappingScore	Ontology
DR2TP226	P_DR2TOT	DR2TP226-P_DR2TOT	PFA 22:6 (Docosahexaenoic) (gm)	Docosahexaenoic Acid	NCIT:C68345	http://purl.obolibrary.org/obo/NCIT_C68345	0.778	NCIT
DR2TPFAT	DR2TOT_C	DR2TPFAT-DR2TOT_C	Total polyunsaturated fatty acids (gm)	Polyunsaturated Fatty Acid	NCIT:C67038	http://purl.obolibrary.org/obo/NCIT_C67038	0.91	NCIT
DR2TPFAT	DR2TOT_D	DR2TPFAT-DR2TOT_D	Total polyunsaturated fatty acids (gm)	Polyunsaturated Fatty Acid	NCIT:C67038	http://purl.obolibrary.org/obo/NCIT_C67038	0.91	NCIT
DR2TPFAT	DR2TOT_E	DR2TPFAT-DR2TOT_E	Total polyunsaturated fatty acids (gm)	Polyunsaturated Fatty Acid	NCIT:C67038	http://purl.obolibrary.org/obo/NCIT_C67038	0.91	NCIT
DR2TPFAT	DR2TOT_F	DR2TPFAT-DR2TOT_F	Total polyunsaturated fatty acids (gm)	Polyunsaturated Fatty Acid	NCIT:C67038	http://purl.obolibrary.org/obo/NCIT_C67038	0.91	NCIT
DR2TPFAT	DR2TOT_G	DR2TPFAT-DR2TOT_G	Total polyunsaturated fatty acids (gm)	Polyunsaturated Fatty Acid	NCIT:C67038	http://purl.obolibrary.org/obo/NCIT_C67038	0.91	NCIT
DR2TPFAT	DR2TOT_H	DR2TPFAT-DR2TOT_H	Total polyunsaturated fatty acids (gm)	Polyunsaturated Fatty Acid	NCIT:C67038	http://purl.obolibrary.org/obo/NCIT_C67038	0.91	NCIT
DR2TPFAT	DR2TOT_I	DR2TPFAT-DR2TOT_I	Total polyunsaturated fatty acids (gm)	Polyunsaturated Fatty Acid	NCIT:C67038	http://purl.obolibrary.org/obo/NCIT_C67038	0.91	NCIT
DR2TPFAT	DR2TOT_J	DR2TPFAT-DR2TOT_J	Total polyunsaturated fatty acids (gm)	Polyunsaturated Fatty Acid	NCIT:C67038	http://purl.obolibrary.org/obo/NCIT_C67038	0.91	NCIT
DR2TPFAT	P_DR2TOT	DR2TPFAT-P_DR2TOT	Total polyunsaturated fatty acids (gm)	Polyunsaturated Fatty Acid	NCIT:C67038	http://purl.obolibrary.org/obo/NCIT_C67038	0.91	NCIT
DR2TPHOS	DR2TOT_C	DR2TPHOS-DR2TOT_C	Phosphorus (mg)	Dietary Phosphorus	NCIT:C68277	http://purl.obolibrary.org/obo/NCIT_C68277	0.952	NCIT
DR2TPHOS	DR2TOT_D	DR2TPHOS-DR2TOT_D	Phosphorus (mg)	Dietary Phosphorus	NCIT:C68277	http://purl.obolibrary.org/obo/NCIT_C68277	0.952	NCIT
DR2TPHOS	DR2TOT_E	DR2TPHOS-DR2TOT_E	Phosphorus (mg)	Dietary Phosphorus	NCIT:C68277	http://purl.obolibrary.org/obo/NCIT_C68277	0.952	NCIT
DR2TPHOS	DR2TOT_F	DR2TPHOS-DR2TOT_F	Phosphorus (mg)	Dietary Phosphorus	NCIT:C68277	http://purl.obolibrary.org/obo/NCIT_C68277	0.952	NCIT
DR2TPHOS	DR2TOT_G	DR2TPHOS-DR2TOT_G	Phosphorus (mg)	Dietary Phosphorus	NCIT:C68277	http://purl.obolibrary.org/obo/NCIT_C68277	0.952	NCIT
DR2TPHOS	DR2TOT_H	DR2TPHOS-DR2TOT_H	Phosphorus (mg)	Dietary Phosphorus	NCIT:C68277	http://purl.obolibrary.org/obo/NCIT_C68277	0.952	NCIT
DR2TPHOS	DR2TOT_I	DR2TPHOS-DR2TOT_I	Phosphorus (mg)	Dietary Phosphorus	NCIT:C68277	http://purl.obolibrary.org/obo/NCIT_C68277	0.952	NCIT
DR2TPHOS	DR2TOT_J	DR2TPHOS-DR2TOT_J	Phosphorus (mg)	Dietary Phosphorus	NCIT:C68277	http://purl.obolibrary.org/obo/NCIT_C68277	0.952	NCIT
DR2TPHOS	P_DR2TOT	DR2TPHOS-P_DR2TOT	Phosphorus (mg)	Dietary Phosphorus	NCIT:C68277	http://purl.obolibrary.org/obo/NCIT_C68277	0.952	NCIT
DR2TPOTA	DR2TOT_C	DR2TPOTA-DR2TOT_C	Potassium (mg)	Potassium Measurement	NCIT:C64853	http://purl.obolibrary.org/obo/NCIT_C64853	0.924	NCIT
DR2TPOTA	DR2TOT_D	DR2TPOTA-DR2TOT_D	Potassium (mg)	Potassium Measurement	NCIT:C64853	http://purl.obolibrary.org/obo/NCIT_C64853	0.924	NCIT
DR2TPOTA	DR2TOT_E	DR2TPOTA-DR2TOT_E	Potassium (mg)	Potassium Measurement	NCIT:C64853	http://purl.obolibrary.org/obo/NCIT_C64853	0.924	NCIT
DR2TPOTA	DR2TOT_F	DR2TPOTA-DR2TOT_F	Potassium (mg)	Potassium Measurement	NCIT:C64853	http://purl.obolibrary.org/obo/NCIT_C64853	0.924	NCIT
DR2TPOTA	DR2TOT_G	DR2TPOTA-DR2TOT_G	Potassium (mg)	Potassium Measurement	NCIT:C64853	http://purl.obolibrary.org/obo/NCIT_C64853	0.924	NCIT
DR2TPOTA	DR2TOT_H	DR2TPOTA-DR2TOT_H	Potassium (mg)	Potassium Measurement	NCIT:C64853	http://purl.obolibrary.org/obo/NCIT_C64853	0.924	NCIT
DR2TPOTA	DR2TOT_I	DR2TPOTA-DR2TOT_I	Potassium (mg)	Potassium Measurement	NCIT:C64853	http://purl.obolibrary.org/obo/NCIT_C64853	0.924	NCIT
DR2TPOTA	DR2TOT_J	DR2TPOTA-DR2TOT_J	Potassium (mg)	Potassium Measurement	NCIT:C64853	http://purl.obolibrary.org/obo/NCIT_C64853	0.924	NCIT
DR2TPOTA	P_DR2TOT	DR2TPOTA-P_DR2TOT	Potassium (mg)	Potassium Measurement	NCIT:C64853	http://purl.obolibrary.org/obo/NCIT_C64853	0.924	NCIT
DR2TPROT	DR2TOT_C	DR2TPROT-DR2TOT_C	Protein (gm)	Protein Info	NCIT:C41172	http://purl.obolibrary.org/obo/NCIT_C41172	0.912	NCIT
DR2TPROT	DR2TOT_D	DR2TPROT-DR2TOT_D	Protein (gm)	Protein Info	NCIT:C41172	http://purl.obolibrary.org/obo/NCIT_C41172	0.912	NCIT
DR2TPROT	DR2TOT_E	DR2TPROT-DR2TOT_E	Protein (gm)	Protein Info	NCIT:C41172	http://purl.obolibrary.org/obo/NCIT_C41172	0.912	NCIT
DR2TPROT	DR2TOT_F	DR2TPROT-DR2TOT_F	Protein (gm)	Protein Info	NCIT:C41172	http://purl.obolibrary.org/obo/NCIT_C41172	0.912	NCIT
DR2TPROT	DR2TOT_G	DR2TPROT-DR2TOT_G	Protein (gm)	Protein Info	NCIT:C41172	http://purl.obolibrary.org/obo/NCIT_C41172	0.912	NCIT
DR2TPROT	DR2TOT_H	DR2TPROT-DR2TOT_H	Protein (gm)	Protein Info	NCIT:C41172	http://purl.obolibrary.org/obo/NCIT_C41172	0.912	NCIT
DR2TPROT	DR2TOT_I	DR2TPROT-DR2TOT_I	Protein (gm)	Protein Info	NCIT:C41172	http://purl.obolibrary.org/obo/NCIT_C41172	0.912	NCIT
DR2TPROT	DR2TOT_J	DR2TPROT-DR2TOT_J	Protein (gm)	Protein Info	NCIT:C41172	http://purl.obolibrary.org/obo/NCIT_C41172	0.912	NCIT
DR2TPROT	P_DR2TOT	DR2TPROT-P_DR2TOT	Protein (gm)	Protein Info	NCIT:C41172	http://purl.obolibrary.org/obo/NCIT_C41172	0.912	NCIT
DR2TRET	DR2TOT_C	DR2TRET-DR2TOT_C	Retinol (mcg)	Retinol	NCIT:C68302	http://purl.obolibrary.org/obo/NCIT_C68302	0.829	NCIT
DR2TRET	DR2TOT_D	DR2TRET-DR2TOT_D	Retinol (mcg)	Retinol	NCIT:C68302	http://purl.obolibrary.org/obo/NCIT_C68302	0.829	NCIT
DR2TRET	DR2TOT_E	DR2TRET-DR2TOT_E	Retinol (mcg)	Retinol	NCIT:C68302	http://purl.obolibrary.org/obo/NCIT_C68302	0.829	NCIT
DR2TRET	DR2TOT_F	DR2TRET-DR2TOT_F	Retinol (mcg)	Retinol	NCIT:C68302	http://purl.obolibrary.org/obo/NCIT_C68302	0.829	NCIT
DR2TRET	DR2TOT_G	DR2TRET-DR2TOT_G	Retinol (mcg)	Retinol	NCIT:C68302	http://purl.obolibrary.org/obo/NCIT_C68302	0.829	NCIT
DR2TRET	DR2TOT_H	DR2TRET-DR2TOT_H	Retinol (mcg)	Retinol	NCIT:C68302	http://purl.obolibrary.org/obo/NCIT_C68302	0.829	NCIT
DR2TRET	DR2TOT_I	DR2TRET-DR2TOT_I	Retinol (mcg)	Retinol	NCIT:C68302	http://purl.obolibrary.org/obo/NCIT_C68302	0.829	NCIT
DR2TRET	DR2TOT_J	DR2TRET-DR2TOT_J	Retinol (mcg)	Retinol	NCIT:C68302	http://purl.obolibrary.org/obo/NCIT_C68302	0.829	NCIT
DR2TRET	P_DR2TOT	DR2TRET-P_DR2TOT	Retinol (mcg)	Retinol	NCIT:C68302	http://purl.obolibrary.org/obo/NCIT_C68302	0.829	NCIT
DR2TSELE	DR2TOT_C	DR2TSELE-DR2TOT_C	Selenium (mcg)	Dietary Selenium	NCIT:C68281	http://purl.obolibrary.org/obo/NCIT_C68281	0.871	NCIT
DR2TSELE	DR2TOT_D	DR2TSELE-DR2TOT_D	Selenium (mcg)	Dietary Selenium	NCIT:C68281	http://purl.obolibrary.org/obo/NCIT_C68281	0.871	NCIT
DR2TSELE	DR2TOT_E	DR2TSELE-DR2TOT_E	Selenium (mcg)	Dietary Selenium	NCIT:C68281	http://purl.obolibrary.org/obo/NCIT_C68281	0.871	NCIT
DR2TSELE	DR2TOT_F	DR2TSELE-DR2TOT_F	Selenium (mcg)	Dietary Selenium	NCIT:C68281	http://purl.obolibrary.org/obo/NCIT_C68281	0.871	NCIT
DR2TSELE	DR2TOT_G	DR2TSELE-DR2TOT_G	Selenium (mcg)	Dietary Selenium	NCIT:C68281	http://purl.obolibrary.org/obo/NCIT_C68281	0.871	NCIT
DR2TSELE	DR2TOT_H	DR2TSELE-DR2TOT_H	Selenium (mcg)	Dietary Selenium	NCIT:C68281	http://purl.obolibrary.org/obo/NCIT_C68281	0.871	NCIT
DR2TSELE	DR2TOT_I	DR2TSELE-DR2TOT_I	Selenium (mcg)	Dietary Selenium	NCIT:C68281	http://purl.obolibrary.org/obo/NCIT_C68281	0.871	NCIT
DR2TSELE	DR2TOT_J	DR2TSELE-DR2TOT_J	Selenium (mcg)	Dietary Selenium	NCIT:C68281	http://purl.obolibrary.org/obo/NCIT_C68281	0.871	NCIT
DR2TSELE	P_DR2TOT	DR2TSELE-P_DR2TOT	Selenium (mcg)	Dietary Selenium	NCIT:C68281	http://purl.obolibrary.org/obo/NCIT_C68281	0.871	NCIT
DR2TSFAT	DR2TOT_C	DR2TSFAT-DR2TOT_C	Total saturated fatty acids (gm)	saturated fatty acids to total fatty acids percentage 	EFO:0022305	http://www.ebi.ac.uk/efo/EFO_0022305	0.839	EFO
DR2TSFAT	DR2TOT_D	DR2TSFAT-DR2TOT_D	Total saturated fatty acids (gm)	saturated fatty acids to total fatty acids percentage 	EFO:0022305	http://www.ebi.ac.uk/efo/EFO_0022305	0.839	EFO
DR2TSFAT	DR2TOT_E	DR2TSFAT-DR2TOT_E	Total saturated fatty acids (gm)	saturated fatty acids to total fatty acids percentage 	EFO:0022305	http://www.ebi.ac.uk/efo/EFO_0022305	0.839	EFO
DR2TSFAT	DR2TOT_F	DR2TSFAT-DR2TOT_F	Total saturated fatty acids (gm)	saturated fatty acids to total fatty acids percentage 	EFO:0022305	http://www.ebi.ac.uk/efo/EFO_0022305	0.839	EFO
DR2TSFAT	DR2TOT_G	DR2TSFAT-DR2TOT_G	Total saturated fatty acids (gm)	saturated fatty acids to total fatty acids percentage 	EFO:0022305	http://www.ebi.ac.uk/efo/EFO_0022305	0.839	EFO
DR2TSFAT	DR2TOT_H	DR2TSFAT-DR2TOT_H	Total saturated fatty acids (gm)	saturated fatty acids to total fatty acids percentage 	EFO:0022305	http://www.ebi.ac.uk/efo/EFO_0022305	0.839	EFO
DR2TSFAT	DR2TOT_I	DR2TSFAT-DR2TOT_I	Total saturated fatty acids (gm)	saturated fatty acids to total fatty acids percentage 	EFO:0022305	http://www.ebi.ac.uk/efo/EFO_0022305	0.839	EFO
DR2TSFAT	DR2TOT_J	DR2TSFAT-DR2TOT_J	Total saturated fatty acids (gm)	saturated fatty acids to total fatty acids percentage 	EFO:0022305	http://www.ebi.ac.uk/efo/EFO_0022305	0.839	EFO
DR2TSFAT	P_DR2TOT	DR2TSFAT-P_DR2TOT	Total saturated fatty acids (gm)	saturated fatty acids to total fatty acids percentage 	EFO:0022305	http://www.ebi.ac.uk/efo/EFO_0022305	0.839	EFO
DR2TSODI	DR2TOT_C	DR2TSODI-DR2TOT_C	Sodium (mg)	Sodium	NCIT:C830	http://purl.obolibrary.org/obo/NCIT_C830	0.917	NCIT
DR2TSODI	DR2TOT_D	DR2TSODI-DR2TOT_D	Sodium (mg)	Sodium	NCIT:C830	http://purl.obolibrary.org/obo/NCIT_C830	0.917	NCIT
DR2TSODI	DR2TOT_E	DR2TSODI-DR2TOT_E	Sodium (mg)	Sodium	NCIT:C830	http://purl.obolibrary.org/obo/NCIT_C830	0.917	NCIT
DR2TSODI	DR2TOT_F	DR2TSODI-DR2TOT_F	Sodium (mg)	Sodium	NCIT:C830	http://purl.obolibrary.org/obo/NCIT_C830	0.917	NCIT
DR2TSODI	DR2TOT_G	DR2TSODI-DR2TOT_G	Sodium (mg)	Sodium	NCIT:C830	http://purl.obolibrary.org/obo/NCIT_C830	0.917	NCIT
DR2TSODI	DR2TOT_H	DR2TSODI-DR2TOT_H	Sodium (mg)	Sodium	NCIT:C830	http://purl.obolibrary.org/obo/NCIT_C830	0.917	NCIT
DR2TSODI	DR2TOT_I	DR2TSODI-DR2TOT_I	Sodium (mg)	Sodium	NCIT:C830	http://purl.obolibrary.org/obo/NCIT_C830	0.917	NCIT
DR2TSODI	DR2TOT_J	DR2TSODI-DR2TOT_J	Sodium (mg)	Sodium	NCIT:C830	http://purl.obolibrary.org/obo/NCIT_C830	0.917	NCIT
DR2TSODI	P_DR2TOT	DR2TSODI-P_DR2TOT	Sodium (mg)	Sodium	NCIT:C830	http://purl.obolibrary.org/obo/NCIT_C830	0.917	NCIT
DR2TSUGR	DR2TOT_C	DR2TSUGR-DR2TOT_C	Total sugars (gm)	Total Sugar	NCIT:C68503	http://purl.obolibrary.org/obo/NCIT_C68503	0.822	NCIT
DR2TSUGR	DR2TOT_D	DR2TSUGR-DR2TOT_D	Total sugars (gm)	Total Sugar	NCIT:C68503	http://purl.obolibrary.org/obo/NCIT_C68503	0.822	NCIT
DR2TSUGR	DR2TOT_E	DR2TSUGR-DR2TOT_E	Total sugars (gm)	Total Sugar	NCIT:C68503	http://purl.obolibrary.org/obo/NCIT_C68503	0.822	NCIT
DR2TSUGR	DR2TOT_F	DR2TSUGR-DR2TOT_F	Total sugars (gm)	Total Sugar	NCIT:C68503	http://purl.obolibrary.org/obo/NCIT_C68503	0.822	NCIT
DR2TSUGR	DR2TOT_G	DR2TSUGR-DR2TOT_G	Total sugars (gm)	Total Sugar	NCIT:C68503	http://purl.obolibrary.org/obo/NCIT_C68503	0.822	NCIT
DR2TSUGR	DR2TOT_H	DR2TSUGR-DR2TOT_H	Total sugars (gm)	Total Sugar	NCIT:C68503	http://purl.obolibrary.org/obo/NCIT_C68503	0.822	NCIT
DR2TSUGR	DR2TOT_I	DR2TSUGR-DR2TOT_I	Total sugars (gm)	Total Sugar	NCIT:C68503	http://purl.obolibrary.org/obo/NCIT_C68503	0.822	NCIT
DR2TSUGR	DR2TOT_J	DR2TSUGR-DR2TOT_J	Total sugars (gm)	Total Sugar	NCIT:C68503	http://purl.obolibrary.org/obo/NCIT_C68503	0.822	NCIT
DR2TSUGR	P_DR2TOT	DR2TSUGR-P_DR2TOT	Total sugars (gm)	Total Sugar	NCIT:C68503	http://purl.obolibrary.org/obo/NCIT_C68503	0.822	NCIT
DR2TTHEO	DR2TOT_C	DR2TTHEO-DR2TOT_C	Theobromine (mg)	Theobromine	NCIT:C87684	http://purl.obolibrary.org/obo/NCIT_C87684	0.948	NCIT
DR2TTHEO	DR2TOT_D	DR2TTHEO-DR2TOT_D	Theobromine (mg)	Theobromine	NCIT:C87684	http://purl.obolibrary.org/obo/NCIT_C87684	0.948	NCIT
DR2TTHEO	DR2TOT_E	DR2TTHEO-DR2TOT_E	Theobromine (mg)	Theobromine	NCIT:C87684	http://purl.obolibrary.org/obo/NCIT_C87684	0.948	NCIT
DR2TTHEO	DR2TOT_F	DR2TTHEO-DR2TOT_F	Theobromine (mg)	Theobromine	NCIT:C87684	http://purl.obolibrary.org/obo/NCIT_C87684	0.948	NCIT
DR2TTHEO	DR2TOT_G	DR2TTHEO-DR2TOT_G	Theobromine (mg)	Theobromine	NCIT:C87684	http://purl.obolibrary.org/obo/NCIT_C87684	0.948	NCIT
DR2TTHEO	DR2TOT_H	DR2TTHEO-DR2TOT_H	Theobromine (mg)	Theobromine	NCIT:C87684	http://purl.obolibrary.org/obo/NCIT_C87684	0.948	NCIT
DR2TTHEO	DR2TOT_I	DR2TTHEO-DR2TOT_I	Theobromine (mg)	Theobromine	NCIT:C87684	http://purl.obolibrary.org/obo/NCIT_C87684	0.948	NCIT
DR2TTHEO	DR2TOT_J	DR2TTHEO-DR2TOT_J	Theobromine (mg)	Theobromine	NCIT:C87684	http://purl.obolibrary.org/obo/NCIT_C87684	0.948	NCIT
DR2TTHEO	P_DR2TOT	DR2TTHEO-P_DR2TOT	Theobromine (mg)	Theobromine	NCIT:C87684	http://purl.obolibrary.org/obo/NCIT_C87684	0.948	NCIT
DR2TVB1	DR2TOT_C	DR2TVB1-DR2TOT_C	Thiamin (Vitamin B1) (mg)	Thiamine	NCIT:C874	http://purl.obolibrary.org/obo/NCIT_C874	0.763	NCIT
DR2TVB1	DR2TOT_D	DR2TVB1-DR2TOT_D	Thiamin (Vitamin B1) (mg)	Thiamine	NCIT:C874	http://purl.obolibrary.org/obo/NCIT_C874	0.763	NCIT
DR2TVB1	DR2TOT_E	DR2TVB1-DR2TOT_E	Thiamin (Vitamin B1) (mg)	Thiamine	NCIT:C874	http://purl.obolibrary.org/obo/NCIT_C874	0.763	NCIT
DR2TVB1	DR2TOT_F	DR2TVB1-DR2TOT_F	Thiamin (Vitamin B1) (mg)	Thiamine	NCIT:C874	http://purl.obolibrary.org/obo/NCIT_C874	0.763	NCIT
DR2TVB1	DR2TOT_G	DR2TVB1-DR2TOT_G	Thiamin (Vitamin B1) (mg)	Thiamine	NCIT:C874	http://purl.obolibrary.org/obo/NCIT_C874	0.763	NCIT
DR2TVB1	DR2TOT_H	DR2TVB1-DR2TOT_H	Thiamin (Vitamin B1) (mg)	Thiamine	NCIT:C874	http://purl.obolibrary.org/obo/NCIT_C874	0.763	NCIT
DR2TVB1	DR2TOT_I	DR2TVB1-DR2TOT_I	Thiamin (Vitamin B1) (mg)	Thiamine	NCIT:C874	http://purl.obolibrary.org/obo/NCIT_C874	0.763	NCIT
DR2TVB1	DR2TOT_J	DR2TVB1-DR2TOT_J	Thiamin (Vitamin B1) (mg)	Thiamine	NCIT:C874	http://purl.obolibrary.org/obo/NCIT_C874	0.763	NCIT
DR2TVB1	P_DR2TOT	DR2TVB1-P_DR2TOT	Thiamin (Vitamin B1) (mg)	Thiamine	NCIT:C874	http://purl.obolibrary.org/obo/NCIT_C874	0.763	NCIT
DR2TVB12	DR2TOT_C	DR2TVB12-DR2TOT_C	Vitamin B12 (mcg)	Cyanocobalamin	NCIT:C64333	http://purl.obolibrary.org/obo/NCIT_C64333	0.876	NCIT
DR2TVB12	DR2TOT_D	DR2TVB12-DR2TOT_D	Vitamin B12 (mcg)	Cyanocobalamin	NCIT:C64333	http://purl.obolibrary.org/obo/NCIT_C64333	0.876	NCIT
DR2TVB12	DR2TOT_E	DR2TVB12-DR2TOT_E	Vitamin B12 (mcg)	Cyanocobalamin	NCIT:C64333	http://purl.obolibrary.org/obo/NCIT_C64333	0.876	NCIT
DR2TVB12	DR2TOT_F	DR2TVB12-DR2TOT_F	Vitamin B12 (mcg)	Cyanocobalamin	NCIT:C64333	http://purl.obolibrary.org/obo/NCIT_C64333	0.876	NCIT
DR2TVB12	DR2TOT_G	DR2TVB12-DR2TOT_G	Vitamin B12 (mcg)	Cyanocobalamin	NCIT:C64333	http://purl.obolibrary.org/obo/NCIT_C64333	0.876	NCIT
DR2TVB12	DR2TOT_H	DR2TVB12-DR2TOT_H	Vitamin B12 (mcg)	Cyanocobalamin	NCIT:C64333	http://purl.obolibrary.org/obo/NCIT_C64333	0.876	NCIT
DR2TVB12	DR2TOT_I	DR2TVB12-DR2TOT_I	Vitamin B12 (mcg)	Cyanocobalamin	NCIT:C64333	http://purl.obolibrary.org/obo/NCIT_C64333	0.876	NCIT
DR2TVB12	DR2TOT_J	DR2TVB12-DR2TOT_J	Vitamin B12 (mcg)	Cyanocobalamin	NCIT:C64333	http://purl.obolibrary.org/obo/NCIT_C64333	0.876	NCIT
DR2TVB12	P_DR2TOT	DR2TVB12-P_DR2TOT	Vitamin B12 (mcg)	Cyanocobalamin	NCIT:C64333	http://purl.obolibrary.org/obo/NCIT_C64333	0.876	NCIT
DR2TVB2	DR2TOT_C	DR2TVB2-DR2TOT_C	Riboflavin (Vitamin B2) (mg)	Riboflavin	NCIT:C808	http://purl.obolibrary.org/obo/NCIT_C808	0.748	NCIT
DR2TVB2	DR2TOT_D	DR2TVB2-DR2TOT_D	Riboflavin (Vitamin B2) (mg)	Riboflavin	NCIT:C808	http://purl.obolibrary.org/obo/NCIT_C808	0.748	NCIT
DR2TVB2	DR2TOT_E	DR2TVB2-DR2TOT_E	Riboflavin (Vitamin B2) (mg)	Riboflavin	NCIT:C808	http://purl.obolibrary.org/obo/NCIT_C808	0.748	NCIT
DR2TVB2	DR2TOT_F	DR2TVB2-DR2TOT_F	Riboflavin (Vitamin B2) (mg)	Riboflavin	NCIT:C808	http://purl.obolibrary.org/obo/NCIT_C808	0.748	NCIT
DR2TVB2	DR2TOT_G	DR2TVB2-DR2TOT_G	Riboflavin (Vitamin B2) (mg)	Riboflavin	NCIT:C808	http://purl.obolibrary.org/obo/NCIT_C808	0.748	NCIT
DR2TVB2	DR2TOT_H	DR2TVB2-DR2TOT_H	Riboflavin (Vitamin B2) (mg)	Riboflavin	NCIT:C808	http://purl.obolibrary.org/obo/NCIT_C808	0.748	NCIT
DR2TVB2	DR2TOT_I	DR2TVB2-DR2TOT_I	Riboflavin (Vitamin B2) (mg)	Riboflavin	NCIT:C808	http://purl.obolibrary.org/obo/NCIT_C808	0.748	NCIT
DR2TVB2	DR2TOT_J	DR2TVB2-DR2TOT_J	Riboflavin (Vitamin B2) (mg)	Riboflavin	NCIT:C808	http://purl.obolibrary.org/obo/NCIT_C808	0.748	NCIT
DR2TVB2	P_DR2TOT	DR2TVB2-P_DR2TOT	Riboflavin (Vitamin B2) (mg)	Riboflavin	NCIT:C808	http://purl.obolibrary.org/obo/NCIT_C808	0.748	NCIT
DR2TVB6	DR2TOT_C	DR2TVB6-DR2TOT_C	Vitamin B6 (mg)	Vitamin B6 Measurement	NCIT:C74901	http://purl.obolibrary.org/obo/NCIT_C74901	0.925	NCIT
DR2TVB6	DR2TOT_D	DR2TVB6-DR2TOT_D	Vitamin B6 (mg)	Vitamin B6 Measurement	NCIT:C74901	http://purl.obolibrary.org/obo/NCIT_C74901	0.925	NCIT
DR2TVB6	DR2TOT_E	DR2TVB6-DR2TOT_E	Vitamin B6 (mg)	Vitamin B6 Measurement	NCIT:C74901	http://purl.obolibrary.org/obo/NCIT_C74901	0.925	NCIT
DR2TVB6	DR2TOT_F	DR2TVB6-DR2TOT_F	Vitamin B6 (mg)	Vitamin B6 Measurement	NCIT:C74901	http://purl.obolibrary.org/obo/NCIT_C74901	0.925	NCIT
DR2TVB6	DR2TOT_G	DR2TVB6-DR2TOT_G	Vitamin B6 (mg)	Vitamin B6 Measurement	NCIT:C74901	http://purl.obolibrary.org/obo/NCIT_C74901	0.925	NCIT
DR2TVB6	DR2TOT_H	DR2TVB6-DR2TOT_H	Vitamin B6 (mg)	Vitamin B6 Measurement	NCIT:C74901	http://purl.obolibrary.org/obo/NCIT_C74901	0.925	NCIT
DR2TVB6	DR2TOT_I	DR2TVB6-DR2TOT_I	Vitamin B6 (mg)	Vitamin B6 Measurement	NCIT:C74901	http://purl.obolibrary.org/obo/NCIT_C74901	0.925	NCIT
DR2TVB6	DR2TOT_J	DR2TVB6-DR2TOT_J	Vitamin B6 (mg)	Vitamin B6 Measurement	NCIT:C74901	http://purl.obolibrary.org/obo/NCIT_C74901	0.925	NCIT
DR2TVB6	P_DR2TOT	DR2TVB6-P_DR2TOT	Vitamin B6 (mg)	Vitamin B6 Measurement	NCIT:C74901	http://purl.obolibrary.org/obo/NCIT_C74901	0.925	NCIT
DR2TVC	DR2TOT_C	DR2TVC-DR2TOT_C	Vitamin C (mg)	Vitamin C	NCIT:C68507	http://purl.obolibrary.org/obo/NCIT_C68507	0.905	NCIT
DR2TVC	DR2TOT_D	DR2TVC-DR2TOT_D	Vitamin C (mg)	Vitamin C	NCIT:C68507	http://purl.obolibrary.org/obo/NCIT_C68507	0.905	NCIT
DR2TVC	DR2TOT_E	DR2TVC-DR2TOT_E	Vitamin C (mg)	Vitamin C	NCIT:C68507	http://purl.obolibrary.org/obo/NCIT_C68507	0.905	NCIT
DR2TVC	DR2TOT_F	DR2TVC-DR2TOT_F	Vitamin C (mg)	Vitamin C	NCIT:C68507	http://purl.obolibrary.org/obo/NCIT_C68507	0.905	NCIT
DR2TVC	DR2TOT_G	DR2TVC-DR2TOT_G	Vitamin C (mg)	Vitamin C	NCIT:C68507	http://purl.obolibrary.org/obo/NCIT_C68507	0.905	NCIT
DR2TVC	DR2TOT_H	DR2TVC-DR2TOT_H	Vitamin C (mg)	Vitamin C	NCIT:C68507	http://purl.obolibrary.org/obo/NCIT_C68507	0.905	NCIT
DR2TVC	DR2TOT_I	DR2TVC-DR2TOT_I	Vitamin C (mg)	Vitamin C	NCIT:C68507	http://purl.obolibrary.org/obo/NCIT_C68507	0.905	NCIT
DR2TVC	DR2TOT_J	DR2TVC-DR2TOT_J	Vitamin C (mg)	Vitamin C	NCIT:C68507	http://purl.obolibrary.org/obo/NCIT_C68507	0.905	NCIT
DR2TVC	P_DR2TOT	DR2TVC-P_DR2TOT	Vitamin C (mg)	Vitamin C	NCIT:C68507	http://purl.obolibrary.org/obo/NCIT_C68507	0.905	NCIT
DR2TVD	DR2TOT_E	DR2TVD-DR2TOT_E	Vitamin D (D2 + D3) (mcg)	Vitamin D2 and Vitamin D3 Measurement	NCIT:C179751	http://purl.obolibrary.org/obo/NCIT_C179751	0.799	NCIT
DR2TVD	DR2TOT_F	DR2TVD-DR2TOT_F	Vitamin D (D2 + D3) (mcg)	Vitamin D2 and Vitamin D3 Measurement	NCIT:C179751	http://purl.obolibrary.org/obo/NCIT_C179751	0.799	NCIT
DR2TVD	DR2TOT_G	DR2TVD-DR2TOT_G	Vitamin D (D2 + D3) (mcg)	Vitamin D2 and Vitamin D3 Measurement	NCIT:C179751	http://purl.obolibrary.org/obo/NCIT_C179751	0.799	NCIT
DR2TVD	DR2TOT_H	DR2TVD-DR2TOT_H	Vitamin D (D2 + D3) (mcg)	Vitamin D2 and Vitamin D3 Measurement	NCIT:C179751	http://purl.obolibrary.org/obo/NCIT_C179751	0.799	NCIT
